"OTUid","Taxon","WHYD200716229_A","ZXL0117_JX","LWM0133_JX","WHYD200513799_A","WHYD200513798_A","CGH0116_C2D1","JFQ0138_JX","SJH0128_JX","YZY0112_C2D15","HM0120_JX","YZR0106_C4","SLM0122_JX","HAH0115_JX","CWZ0121_PD","PXX0136_JX","LMS0134_JX","FMS0129_JX","LGZ0123_JX","WHYD200513772_A","WHYD200716254_A","WHYD200513822_A","WHYD200716230_A","WHYD200513577_A","DGN16SuooMAaA_3_115","WHYD200513786_A","WHYD200513795_A","DGN16SuooMAaA_2_113","WHYD200513812_A","DGN16SuooMAaA_1_115","DGN16SuooMAaA_1_112","DGN16SuooMAaA_2_115","WHYD200513802_A","DGN16SuooMAaA_7_115","DGN16SxfsMAaA_18_115","GXJ0103_C6","FW0124_JX","ZJD0111_C4uiPD","DGN16SxfsMAaA_12_122","YMS0125_JX","DGN16SxfsMCaB_20_109","DGN16SxfsMCaB_19_109","SZL0119_JX","GXJ0103_C8D15","DGN16SxfsMAaA_13_114","DGN16SuooMAaA_4_115","WHYD200513797_A","DGN16SuooMAaA_9_116","DGN16SuooMAaA_2_116","WHYD200716245_A","DGN16SuooMAaA_1_113","WHYD200513785_A","DGN16SuooMAaA_1_116","WHYD200513784_A","WHYD200513815_A","WHYD200513783_A","DGN16SuooMAaA_9_112","DGN16SuooMAaA_7_113","WHYD200513765_A","YGF0137_JX","ZJD0111_JX","FQT0113_JX","FQT0113_C2D15","WHYD200513791_A","DGN16SxfsMAaA_17_112","CGH0116_JX","TWH0126_JX","DGN16SxfsMCaB_21_109","WHYD200513792_A","DGN16SxfsMAaA_12_117","HSR0114_JX","CWZ0121_JX","GZL0140_JX","Rego015","Rego006","WHYD200513800_A","WHYD200513773_A","WY0132_JX","WHYD200513766_A","DGN16SuooMAaA_3_120","DGN16SxfsMAaA_16_119","Rego042","LJK0127_JX","Rego045","DGN16SuooMAaA_4_112","Rego023","Rego020","Rego025","Rego010","Rego083","DGN16SuooMAaA_8_115","WHYD20082037_A","Rego046","Rego071","WHYD20082062_A","CKH0135_JX","Rego061","DGN16SuooMAaA_5_116","DGN16SxfsMCaB_22_109","Rego019","Rego016","Rego069","Rego049","Rego030","Rego035","Rego032","Rego064","Rego054","Rego041","Rego063","YZR0106_C2","WHYD200513813_A"
"OTU2958","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis",17,21,61,0,0,6,0,885,94,228,0,44,3,288,1346,0,74,2201,41,5,0,32,0,2,1,0,0,6,0,2,0,8,0,18,25,16,13,6,1129,0,262,47,553,206,0,13,0,0,2,0,2,0,1,0,29,0,0,2,662,0,0,33,2,6,69,1,45,1,0,677,893,1299,0,0,8,2,68,33,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"OTU2963","p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__uncultured_organism_g__Parasutterella",0,4,0,0,6,16,432,0,0,1923,0,0,17,41,0,0,0,130,0,0,3,31,2,8,5,0,0,60,0,2,0,6,0,0,9,0,7,1,1588,0,0,0,10,4,0,41,0,0,0,1,84,1,0,0,8,0,0,0,0,0,0,0,124,0,6,0,0,0,0,26,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2964","p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__norank_o__Clostridia_UCG-014|g__norank_f__norank_o__Clostridia_UCG-014|s__unclassified_g__norank_f__norank_o__Clostridia_UCG-014",128,0,25,55,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,37,0,0,3,0,0,0,118,0,2,0,49,0,30,0,0,0,0,0,2,0,229,0,0,0,0,8,0,28,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU297","p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica",68,2,0,6,2,0,0,0,4,5,94,25,512,12,4,42,5,0,9,28,20,1,0,0,0,0,64,0,35,86,12,0,10,0,1,0,1,0,0,9,1,0,0,0,17,0,3,68,0,48,1,0,0,0,0,112,91,0,0,0,1,0,0,1,0,0,5,0,0,0,0,28,377,11,0,93,0,0,52,0,1,0,1143,3,2400,26,83,38,0,14,31,13,968,17,3,191,55,377,653,83,89,70,22,79,430,491,1029,3,305,2,0
"OTU2977","p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Eubacterium_coprostanoligenes_group|g__norank_f__Eubacterium_coprostanoligenes_group|s__gut_metagenome_g__norank_f__Eubacterium_coprostanoligenes_group",94,24,537,126,0,0,0,0,0,0,0,0,0,0,0,54,0,866,0,389,0,0,0,1,561,128,0,0,0,0,0,115,0,632,86,0,14,55,49,0,0,0,71,4,0,0,0,5,0,1,0,6,0,135,9,0,0,80,0,0,0,0,150,0,1,0,0,34,17,0,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2999","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__unclassified_g__Bacteroides",2,150,6,0,0,0,18,6,3,0,1,0,0,5,10,0,2,1,0,1,0,339,0,0,2,0,0,16,0,0,0,362,0,0,0,24,0,1,3,0,0,1,1,4,1,12,0,1,0,0,5,1,2,0,2,0,0,0,4,0,42,0,1,0,0,0,0,2,0,87,0,52,0,0,75,0,307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU3002","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp._cv1",0,14,2,0,0,0,0,38,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,98,0,0,1,0,0,0,103,0,55,8,26,0,12,32,0,107,0,35,66,0,2,0,0,0,0,3,0,0,2,24,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3003","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii",35,3,3,5,2,12,556,0,129,0,0,0,0,0,0,0,0,67,1,11,1,133,2,0,0,0,0,6,0,0,0,97,0,0,0,6,0,1,36,0,39,0,0,4,0,6,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4,2,4,215,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3004","p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__norank_o__Clostridia_UCG-014|g__norank_f__norank_o__Clostridia_UCG-014|s__uncultured_organism_g__norank_f__norank_o__Clostridia_UCG-014",0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,246,0,0,0,0,0,0,61,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,103,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3005","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii",43,101,19,88,0,6,0,423,0,30,0,2,0,0,0,123,0,0,0,78,0,7,2,3,153,0,0,51,0,12,0,398,0,95,74,78,122,71,118,0,74,0,80,149,0,31,1,7,0,0,28,1,0,21,83,1,0,47,3,134,1,0,2,0,82,1,0,0,0,81,0,0,0,0,0,1,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3010","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__metagenome_g__Prevotella",0,90,19,0,624,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,521,1,0,208,0,0,0,1,0,15,0,0,0,12,188,0,0,2,0,0,0,0,11,7,1,0,3,13,0,3,0,8,0,106,546,0,1,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3011","p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__Family_XIII_AD3011_group|s__uncultured_organism_g__Family_XIII_AD3011_group",0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15,0,0,0,0,0,0,58,0,5,2,326,0,3,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,288,7,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3012","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae",895,156,60,5,0,44,0,24,1,136,0,0,2,117,0,1051,1462,0,1467,443,2,4992,18,4,111,0,2,360,0,6,1,563,1,62,76,297,0,1111,0,19709,7,0,374,442,5,454,0,2,7,1,670,3,40,1,128,0,0,21,120,0,0,0,6,27032,55,6,0,5,354,169,132,0,0,0,532,8,0,9,0,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3013","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii",0,10,17,0,0,1,0,0,0,0,0,0,2,0,0,157,0,0,0,0,0,0,6,0,0,0,0,18,0,1,0,0,0,31,12,46,0,52,40,0,0,0,20,17,0,18,0,1,0,0,4,0,3,4,24,0,0,89,57,0,0,0,200,0,15,0,2,0,0,24,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3014","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_obesi",0,1,17,0,0,0,0,24,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,170,0,0,2,0,0,0,46,0,31,23,20,0,33,288,0,0,0,14,17,0,2,1,0,0,0,1,0,0,3,51,0,0,25,0,0,0,0,0,0,2,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3015","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__unclassified_g__Bacteroides",330,59,4,1396,0,111,0,31,241,208,1,127,20,62,0,0,190,35,394,857,0,941,2,2,0,0,0,553,1,2,0,0,0,7,4,19,100,23,251,0,18,0,26,22,0,29,1,4,0,0,251,4,0,2,99,0,0,7,73,0,0,0,0,0,123,0,0,784,114,23,11,0,0,0,1,427,149,1,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3017","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae",0,58,91,0,0,46,0,0,0,0,0,0,235,372,0,0,0,0,0,0,0,47,3,31,0,0,0,274,0,4,0,0,0,33,27,15,0,40,0,0,433,0,153,146,1,292,2,19,0,0,306,16,67,1,61,0,0,48,175,0,0,0,540,0,482,0,0,0,469,935,601,0,0,0,0,71,569,36,0,785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3018","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis",1025,116,216,247,26,499,0,10217,2076,1140,0,266,8,924,4432,0,295,832,2961,496,24,1978,37,60,282,54,4,2103,1,91,8,1042,0,9,13,401,570,5,611,0,401,1,320,148,4,2536,8,28,153,0,1027,40,37,18,72,7,1,86,374,0,0,33,19911,0,3040,53,1699,5735,0,1515,4301,2114,0,0,322,265,1766,85,0,0,0,135,1,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1129
"OTU3019","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__unclassified_g__Alistipes",0,0,71,1,0,8,0,223,0,1,0,0,0,0,0,0,0,2345,0,0,0,0,8,2,3289,1,0,63,0,15,1,7199,0,27,31,76,0,16,0,0,3432,0,37,78,0,407,0,2,0,0,87,0,0,9,21,0,1,23,1870,0,0,0,0,0,127,2,0,1,0,88,1,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU3022","p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum_DSM_20438__JCM_1200__LMG_10505",0,0,37,337,131,13,1,0,105,0,11,0,138,15,2,0,11,22,36,0,11,20,1217,19,245,52,2,88,0,10,1,423,1,4,15,0,32,35,0,181,0,45,3,44,6,5,0,21,21,2,718,2,8,0,920,0,0,2,0,0,0,0,575,10,116,0,6,0,0,373,27,1,0,0,1316,59,11,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,1,12,0,1,0,0,1,0,0,0,0,0,0,1
"OTU3026","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__unclassified_g__Parabacteroides",188,138,17,56,0,109,0,325,439,617,0,28,43,245,0,730,229,291,604,57,1,266,1,9,175,0,2,229,0,19,1,261,0,44,29,152,1,59,301,0,76,746,257,305,3,356,0,4,5,0,216,5,554,14,16,2,0,30,99,0,0,41,282,0,72,3,303,210,1128,342,168,0,0,0,423,70,0,11,0,848,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3043","p__Firmicutes|c__Negativicutes|o__unclassified_c__Negativicutes|f__unclassified_c__Negativicutes|g__unclassified_c__Negativicutes|s__unclassified_c__Negativicutes",0,0,0,0,0,17,0,0,0,0,0,0,0,36,0,0,1,0,24,0,0,36,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,27,0,11,0,0,0,0,0,277,0,0,0,0,0,3,0,0,0,0,0,98,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU305","p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__uncultured_bacterium_g__Cardiobacterium",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,1,152,25,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,14,0,16,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,0,0,0,0,4,0,14,0,103,3,36,8,16,16,9,4,8,41,20,6,0,28,7,0,45,36,3,1,5,1,18,2,2,0,8,0,0
"OTU3050","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__uncultured_bacterium_g__Butyricimonas",96,61,4,35,0,2,0,0,0,0,0,2,1,0,0,110,0,0,0,71,0,1,0,4,38,0,0,42,0,7,0,34,0,7,13,1,0,3,0,0,0,0,29,14,1,38,0,0,0,0,8,0,0,0,31,0,1,2,0,0,0,0,162,0,0,0,0,0,766,15,0,0,0,0,1,0,68,3,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3055","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_maculosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,141,0,29,121,137,0,57,0,0,0,0,0,0,0,0,0,0,0,260,0,39,31,0,58,0,41,0,0,0,12,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,0,0,0,0,134,0,7,0,93,45,31,137,29,97,47,123,73,14,195,29,0,83,101,0,116,11,12,14,4,30,56,46,29,6,21,0,0
"OTU306","p__Actinobacteriota|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__unclassified_g__Actinomyces",0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2,2,0,0,12,0,6,36,2,0,14,0,0,0,0,0,0,1,0,0,0,0,3,0,3,12,0,2,0,4,0,1,0,56,7,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,9,2,0,1,0,0,26,2,3,0,77,10,5,4,56,4,6,0,6,8,19,16,2,14,2,4,19,6,3,8,7,7,12,10,34,10,5,0,0
"OTU3061","p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_sputigena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,157,0,63,108,139,0,172,0,0,0,0,0,0,0,0,0,0,0,224,0,410,521,0,342,0,299,0,0,0,97,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,155,0,0,0,0,52,0,44,0,308,61,69,348,17,92,91,9,142,185,138,236,0,100,97,0,256,320,103,174,250,114,295,314,238,165,85,0,0
"OTU3277","p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella|s__unclassified_g__Gemella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,39,0,143,33,28,0,62,0,0,0,0,0,0,0,0,0,0,0,11,0,113,6,0,60,0,268,1,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,59,0,0,0,0,0,307,13,0,0,24,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU3278","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__unclassified_g__Prevotella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,11,20,36,0,14,0,0,0,0,0,0,0,0,0,0,0,204,0,7,13,0,18,0,2,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,34,0,0,0,35,10,44,22,10,116,10,13,25,22,52,5,0,8,46,0,27,1,4,11,0,23,30,12,62,13,11,0,0
"OTU3287","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__uncultured_Prevotella_sp._g__Prevotella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,61,0,2,0,6,236,9,28,103,0,60,108,0,5,0,0,0,99,39,0,14,1,10,1,8,50,30,2,0,0,4,0,0
"OTU332","p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenellaceae_R-7_group|s__unclassified_g__Christensenellaceae_R-7_group",0,0,142,0,0,1,0,0,0,1,0,0,0,0,0,0,0,148,0,0,0,0,0,0,618,0,0,0,0,0,0,148,0,16,321,35,0,263,0,0,0,0,748,127,1,0,0,5,0,1,0,5,0,33,165,0,0,89,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU3326","p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__unclassified_g__Fusobacterium",3,0,0,0,0,0,0,0,51,78,0,376,0,141,0,2,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,77,4,0,5,0,0,0,2,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,135,0,0,6,0,0,0,0,107,0,11,0,27,355,0,0,12,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3331","p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum",0,1,1,1,0,1,6,10,24,37,61,34,5,24,3,20,0,3,1,0,3,10,138,0,0,45,0,0,0,0,0,0,0,0,0,3,1,0,0,191,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,46,62,27,5,20,3,120,52,1,6,42,7,8,0,0,85,0,116,4,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19
"OTU3354","p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__norank_o__Clostridia_UCG-014|g__norank_f__norank_o__Clostridia_UCG-014|s__uncultured_bacterium_g__norank_f__norank_o__Clostridia_UCG-014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,100,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3358","p__Actinobacteriota|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_durum",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,221,0,40,76,105,0,45,0,0,0,0,0,0,0,0,0,0,0,23,0,84,192,0,4,0,21,0,0,0,82,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77,23,1,0,0,0,358,1,17,0,27,15,30,0,63,15,30,0,33,5,19,53,0,57,41,0,23,33,15,14,15,68,43,10,63,4,12,0,0
"OTU3367","p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_denticola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,31,0,23,0,88,0,0,0,0,0,0,0,0,0,0,0,11,0,32,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,8,0,1,24,13,158,243,9,41,206,155,24,0,199,0,59,37,0,86,51,19,0,1,18,276,0,44,9,0,0,0
"OTU3372","p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__uncultured_bacterium_g__Atopobium",3,0,0,1,1,0,0,1,0,0,1,0,1,0,0,2,0,1,0,3,2,0,6,6,0,0,71,0,42,146,84,0,118,0,0,0,0,1,0,0,0,0,0,0,343,0,32,180,0,72,0,16,2,0,0,53,50,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,28,7,1,0,0,0,115,4,15,0,191,30,66,76,23,33,43,91,58,30,105,109,1,103,72,3,226,15,9,9,11,52,35,48,152,5,26,0,3
"OTU3383","p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Veillonella|s__unclassified_g__Veillonella",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,14,0,12,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,7,65,0,8,0,6,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,1,0,30,0,24,7,8,4,26,5,6,2,39,2,34,7,0,2,4,0,5,3,9,108,20,11,2,14,7,14,25,0,0
"OTU3384","p__Actinobacteriota|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Schaalia_odontolytica",6,0,2,1,1,0,1,2,0,2,8,2,2,2,1,1,2,1,0,1,2,0,20,31,1,3,62,0,21,79,13,1,10,0,1,0,1,1,2,3,0,0,1,0,14,1,9,93,1,37,0,2,0,1,1,66,114,1,2,4,1,0,0,0,0,2,2,1,0,0,0,3,59,14,21,1,0,2,28,19,89,0,118,13,20,12,11,16,90,1,20,35,96,45,3,35,37,13,63,53,12,11,27,23,6,36,75,22,107,0,6
"OTU340","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__uncultured_bacterium_g__Lachnospira",12,0,5,1,0,1,3,4,4,12,0,0,82,1,83,0,14,0,9,0,0,0,3,0,20,0,0,5,0,0,0,0,0,1,6,0,0,0,0,17,0,2,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,113,2,2,1,0,2,4,1,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,1412,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3415","p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Weeksellaceae|g__Bergeyella|s__uncultured_bacterium_g__Bergeyella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,15,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,63,0,0,0,0,0,0
"OTU3416","p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Veillonella|s__unclassified_g__Veillonella",69,5,0,1,3,0,1,3,7,10,39,1,96,4,2,2,0,0,31,21,7,3,0,4,0,33,58,0,71,179,80,0,4,0,0,0,1,0,0,1,1,0,1,0,61,0,73,122,0,138,0,20,0,0,0,191,264,0,0,0,105,0,0,0,0,2,0,0,0,0,0,0,398,94,1,21,0,0,75,1,875,0,9,32,9,213,20,131,49,25,20,199,9,13,0,18,98,9,124,13,204,221,118,52,3,279,9,318,111,8,0
