Phylum,Class,Order,Family,Genus,Species,OTU,CGH0116_C2D1,CGH0116_JX,CKH0135_JX,CWZ0121_JX,CWZ0121_PD,DGN16SxfsMAaA_12_117,DGN16SxfsMAaA_12_122,DGN16SxfsMAaA_13_114,DGN16SxfsMAaA_16_119,DGN16SxfsMAaA_17_112,DGN16SxfsMAaA_18_115,DGN16SxfsMCaB_19_109,DGN16SxfsMCaB_20_109,DGN16SxfsMCaB_21_109,DGN16SxfsMCaB_22_109,FMS0129_JX,FQT0113_C2D15,FQT0113_JX,FW0124_JX,GXJ0103_C6,GXJ0103_C8D15,GZL0140_JX,HAH0115_JX,HM0120_JX,HSR0114_JX,JFQ0138_JX,LGZ0123_JX,LJK0127_JX,LMS0134_JX,LWM0133_JX,PXX0136_JX,SJH0128_JX,SLM0122_JX,SZL0119_JX,TWH0126_JX,WHYD200513577_A,WHYD200513765_A,WHYD200513766_A,WHYD200513772_A,WHYD200513773_A,WHYD200513783_A,WHYD200513784_A,WHYD200513785_A,WHYD200513786_A,WHYD200513791_A,WHYD200513792_A,WHYD200513795_A,WHYD200513797_A,WHYD200513798_A,WHYD200513799_A,WHYD200513800_A,WHYD200513802_A,WHYD200513812_A,WHYD200513813_A,WHYD200513815_A,WHYD200513822_A,WHYD200716229_A,WHYD200716230_A,WHYD200716245_A,WHYD200716254_A,WY0132_JX,YGF0137_JX,YMS0125_JX,YZR0106_C2,YZR0106_C4,YZY0112_C2D15,ZJD0111_C4uiPD,ZJD0111_JX,ZXL0117_JX
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_ruminantium_group,uncultured_bacterium_g__Eubacterium_ruminantium_group,OTU6006,0,0,0,1,0,0,85,3,0,0,10,0,0,0,0,0,0,1,0,21,6,0,0,0,0,0,1303,0,0,3881,0,0,0,0,0,0,2141,0,0,0,57,0,1,96,0,0,0,0,0,0,0,116,0,0,3098,1,0,1,0,0,0,0,0,0,0,0,277,0,0
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_ruminantium_group,uncultured_bacterium_g__Eubacterium_ruminantium_group,OTU6507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,0,0,0,0,0,0,66,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,127,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_ruminantium_group,unclassified_g__Eubacterium_ruminantium_group,OTU4392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,17,0,0,46,0,5,0,0,0,3,72,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Eubacterium_siraeum_group,unclassified_g__Eubacterium_siraeum_group,OTU3027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Eubacterium_siraeum_group,uncultured_bacterium_g__Eubacterium_siraeum_group,OTU2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,26,0,0,0,0,0,0,0,0,0,0,1,0,0,136,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Eubacterium_siraeum_group,uncultured_bacterium_g__Eubacterium_siraeum_group,OTU1375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Eubacterium_siraeum_group,Eubacterium_siraeum_DSM_15702,OTU1348,3,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,53,0,0,1,0,0,0,0,0,0,575,0,0,0,3,0,0,286,0,0,0,0,0,1,0,17,0,0,70,0,0,0,0,0,0,0,0,0,0,0,215,1,0
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_ventriosum_group,unclassified_g__Eubacterium_ventriosum_group,OTU1558,134,102,0,0,0,0,0,642,12,0,0,52,0,1075,0,13,0,0,14,5,212,0,22,0,75,204,38,0,34,4,51,190,0,0,134,2,10,48,12,0,1,13,33,10,12,13,0,274,4,43,0,13,135,0,4,11,5,0,11,26,0,0,73,0,0,13,4,0,5
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_ventriosum_group,uncultured_bacterium_g__Eubacterium_ventriosum_group,OTU6189,0,0,0,0,0,0,0,35,0,0,2,1,0,0,0,0,0,0,0,3,274,0,0,0,10,1,20,0,0,28,1,403,70,0,0,480,10,0,0,0,0,0,0,16,0,0,0,0,0,14,0,30,0,0,3,0,7,0,0,0,0,0,1,0,0,0,6,0,5
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_xylanophilum_group,uncultured_bacterium_g__Eubacterium_xylanophilum_group,OTU4717,9,401,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,396,0,225,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,62,244,110,0,0,277,0,0,0,40,0,0,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,uncultured_bacterium_g__Faecalibacterium,OTU2788,0,0,0,0,0,1,3,0,0,0,17,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,6,0,12,0,0,6,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU616,39,35,0,9,30,17,2,1,5,5,15,2,29,0,1,5,0,0,2,3,7,0,7,151,13,15,9,1,6,10,27,41,9,1,1,9,2,0,2,0,3,0,9,3,0,17,0,12,0,6,0,7,5,0,7,1,1,4,0,0,0,0,41,0,18,57,0,2,16
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,metagenome_g__Faecalibacterium,OTU2993,0,1,0,0,0,0,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,2,0,0,0,0,0,1,6,2,3,0,2,0,1,0,5,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Faecalibacterium_prausnitzii,OTU1902,252,234,0,1,9,27,44,11,11,49,795,16,940,0,0,69,0,0,7,61,211,0,3771,24,776,375,149,0,8,690,106,896,7861,2,0,0,47,15,190,0,19,47,36,59,0,43,0,30,9,231,0,7,15,0,93,7,62,19,0,138,3,0,33,0,0,55,375,2,37
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU19,0,0,0,4,10,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,3,1,0,1,0,0,0,5,5,0,0,0,0,0,0,2,0,0,0,1,0,1,12,0,4,0,0,0,2,5,0,0,0,1,5,0,0,0,0,3,0,0,4,0,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU5733,48,11,0,18,27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,7,0,2,0,13,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU6188,213,215,0,24,68,29,48,7,76,88,424,80,1324,0,0,165,0,0,1,70,238,0,326,1,87,717,414,10,28,391,128,11,36,4,0,25,117,26,378,0,98,226,32,279,2,0,0,13,30,183,0,31,0,0,408,77,48,10,0,121,32,0,4,0,5,0,33,1,23
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU6195,13,5,0,5,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,25,1,1,5,0,1,2,4,0,8,0,0,0,18,14,6,21,0,9,0,34,34,1,3,0,22,3,79,0,1,10,0,19,12,24,10,0,21,0,0,9,0,0,1,0,1,1
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU1409,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,19,0,0,0,87,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU5279,0,2,0,0,1,6,6,3,0,0,33,36,1,0,0,1,0,0,5,7,96,0,0,8,5,0,56,7,21,54,0,14,0,0,0,2,35,2,0,0,25,0,1,73,1,0,0,3,0,1,0,71,0,0,288,0,0,0,0,2,0,0,2,0,0,0,20,0,9
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU4854,111,134,0,17,41,37,12,0,18,40,98,12,202,0,0,34,0,0,16,39,64,0,186,108,45,220,62,10,75,65,46,124,68,4,1,156,228,18,79,0,72,100,332,137,16,337,0,259,13,157,0,42,85,0,339,30,120,111,1,262,2,0,95,0,21,37,12,6,83
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU2510,14,13,0,4,14,3,0,1,0,5,4,0,17,0,0,0,0,0,2,2,4,0,11,6,4,7,2,0,19,1,1,34,0,1,0,0,10,0,0,0,10,0,27,3,1,15,0,27,0,69,0,16,7,0,4,0,8,14,1,109,0,0,29,0,0,10,1,0,18
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU2516,66,12,0,1,2,1,1,0,0,2,13,0,18,0,0,6,0,0,0,7,6,0,70,2,7,4,12,2,8,15,10,8,2,0,0,6,89,4,15,0,17,24,30,50,0,9,0,16,0,10,0,11,2,0,49,1,33,4,1,47,0,0,13,0,1,8,1,0,18
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU2859,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,10,0,0,0,0,0,0,6,6,0,0,0,0,6,0,0,8,1,0,0,21,2,6,14,0,0,0,2,0,1,3,0,1,23,14,0,0,0,0,12,18,32,11,0,86,0,0,2,0,11,6,0,0,2
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU674,1,5,0,0,0,0,0,0,0,5,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,79,18,4,0,0,13,0,0,0,0,0,0,5,2,1,0,0,9,0,8,0,0,1,0,1,1,2,0,0,3,0,0,5,0,0,13,0,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Faecalibacterium_prausnitzii,OTU1541,3308,6216,0,1263,2999,1368,455,343,257,125,3918,534,846,0,5,549,0,1,161,542,1004,0,932,5563,1607,1312,2277,278,356,1493,3053,3305,453,89,2,8106,10141,1517,4873,1,2963,1611,11151,6249,548,12840,3,10845,543,3928,2,2214,3570,0,12400,1155,2066,6655,76,6968,5,0,4623,2,749,7829,157,177,774
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU1546,31,95,0,0,1,0,57,15,0,10,118,0,32,0,0,26,0,0,2,4,19,0,15,0,14,1,72,1,2,106,3,58,44,0,0,0,882,13,289,0,226,5,232,318,1,0,0,101,8,2994,0,31,30,0,1564,44,768,123,0,1470,0,0,5,0,0,0,0,0,29
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Faecalibacterium_prausnitzii,OTU2760,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,1,0,1,0,0,0,2,1,1,0,0,14,6,1,2,0,6,0,10,12,2,112,0,23,0,12,0,6,17,0,2,0,5,3,0,8,0,0,0,0,0,7,0,1,2
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU714,1,0,0,2,3,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,2,0,3,1,0,8,8,0,0,0,1,1,4,0,0,1,6,0,0,6,0,11,0,5,0,0,6,0,0,0,1,4,0,3,0,0,2,0,0,13,0,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU618,10,16,0,3,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6,0,26,0,0,8,51,0,0,0,0,32,0,0,0,0,15,0,11,0,0,32,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU3355,0,0,0,0,1,9,2,3,4,0,19,3,0,0,0,1,0,0,1,5,6,0,0,3,4,0,11,0,10,2,0,9,0,0,0,15,0,0,1,0,6,0,1,5,0,0,0,4,0,0,0,5,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU5339,350,133,0,28,68,9,5,3,11,4,96,6,111,0,3,18,0,0,0,26,12,0,214,11,94,26,48,0,19,65,140,81,6,20,0,30,106,51,75,0,32,47,107,78,4,122,0,144,0,185,0,21,85,0,61,5,49,4,0,110,0,0,20,0,0,89,3,2,31
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU1707,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU4993,0,0,0,0,1,0,0,0,0,17,0,9,136,0,0,0,0,0,0,0,0,0,0,0,0,174,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,6,0,0,1,0,0,0,32,0,0,0,0,0,0,0,4,2,0,0,0,0,7,0,2,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU270,0,1,0,10,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,1,1,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,3,0,1,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU4780,0,0,0,0,0,0,18,1,0,0,53,0,0,0,0,0,0,0,2,1,16,0,0,0,0,0,19,0,0,22,0,0,0,0,0,0,48,0,0,0,7,0,1,6,0,0,0,1,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU4643,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,0,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Faecalibacterium_prausnitzii,OTU2314,1228,1747,0,64,140,32,901,74,6,255,9289,36,1780,0,0,32,0,0,315,1211,2653,0,1352,159,76,1259,380,155,2611,1289,154,1937,248,137,1,10,185,0,8,0,74,0,96,49,2,37,0,85,27,58,0,32,34,0,249,27,12,74,3,54,0,0,3600,0,14,324,147,4,1752
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU271,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,20,0,0,0,0,2,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU943,21,56,0,0,1,4,2,2,1,8,6,1,33,0,0,8,0,0,1,0,3,0,3,3,2,9,4,6,9,15,45,10,28,0,1,9,28,0,49,0,4,3,23,12,1,14,0,16,1,5,0,3,10,0,66,3,8,1,0,15,0,0,9,0,0,62,0,0,14
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU733,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,12,34,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,49,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU5172,797,1196,0,0,0,389,313,40,397,165,3003,329,2919,1,0,867,0,1,9,328,1033,0,1161,0,348,5116,1747,27,1,1906,564,107,0,4,2,3,3515,745,1061,0,640,709,987,1440,0,3,0,917,232,469,0,642,185,0,4067,379,42,340,31,1357,109,0,1,0,0,0,158,0,90
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU2511,26,18,0,0,0,0,3,2,0,1,25,0,16,0,0,1,0,0,0,3,2,0,23,0,22,0,7,0,2,9,1,40,0,3,0,1,15,11,12,2,1,0,25,24,0,0,0,6,0,51,0,2,17,0,8,0,17,0,0,16,0,0,1,0,0,0,0,0,1
Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,uncultured_bacterium_g__Faecalitalea,OTU6857,0,1,0,0,0,0,0,0,0,40,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,uncultured_bacterium_g__Faecalitalea,OTU1842,2,11,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family_XIII_AD3011_group,uncultured_organism_g__Family_XIII_AD3011_group,OTU3011,0,0,0,0,0,0,3,2,0,0,5,0,0,0,0,0,0,0,326,2,1,0,0,0,0,0,7,0,0,47,0,0,0,0,0,0,175,0,0,0,7,0,0,15,0,0,0,0,0,0,0,58,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family_XIII_AD3011_group,uncultured_organism_g__Family_XIII_AD3011_group,OTU1459,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,0,0,37,0,0,12,0,122,0,3,0,0,0,1,3,981,1,0,0,0,0,8,0,0,0,0,0,0,0,43,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family_XIII_AD3011_group,uncultured_organism_g__Family_XIII_AD3011_group,OTU803,0,1,0,0,0,0,9,6,0,0,29,0,0,0,0,0,0,0,527,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family_XIII_AD3011_group,uncultured_bacterium_g__Family_XIII_AD3011_group,OTU687,0,1,0,0,0,1,4,5,0,0,2,12,0,0,0,0,0,0,2,0,9,0,0,0,3,0,0,2,0,13,0,3,0,0,0,13,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0
Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family_XIII_UCG-001,uncultured_bacterium_g__Family_XIII_UCG-001,OTU5832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,22,8,15,0,0,14,0,7,0,0,55,27,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,22
Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family_XIII_UCG-001,uncultured_bacterium_g__Family_XIII_UCG-001,OTU6501,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,uncultured_bacterium_g__Flavonifractor,OTU6677,3,27,621,41,93,187,1,3,43,269,6,15,606,28,1,17,348,151,0,4,1,3,1,47,28,221,0,7,165,27,11,17,47,3,3,205,19,236,43,24,0,21,12,13,478,197,1281,26,2,70,176,27,60,29,30,10,18,61,7,50,282,726,75,0,15,92,190,676,27
Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,uncultured_bacterium_g__Flavonifractor,OTU4978,1,12,20,1,23,33,1,0,7,8,2,4,6,0,0,4,0,1,1,2,0,4,0,292,1,3,1,2,19,1,96,0,1,6,5,10,0,1,0,0,0,0,0,0,3,0,4,0,1,1,1,1,0,0,3,0,0,0,0,0,17,16,4,0,0,219,5,28,7
Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,unclassified_g__Flavonifractor,OTU835,0,0,1,0,0,0,0,0,0,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,20,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,unclassified_g__Flavonifractor,OTU338,2,3,6,2,0,1,0,0,0,4,0,0,10,5,0,2,10,10,0,0,0,0,0,0,2,2,0,0,1,2,4,0,0,0,0,2,0,2,6,3,0,2,0,0,6,16,0,1,0,12,0,1,7,0,0,0,1,1,0,3,0,1,0,0,0,1,0,3,1
Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,uncultured_bacterium_g__Flavonifractor,OTU6616,2,9,8,0,0,0,13,3,0,0,0,0,0,10,0,1,0,0,1,1,1,0,0,2,10,0,0,4,0,8,0,7,0,0,0,3,5,1,0,30,0,0,5,7,2,0,22,2,0,0,0,22,11,0,7,0,0,0,2,0,2,4,0,0,0,0,0,0,1
Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,unclassified_g__Flavonifractor,OTU1575,0,1,10,1,2,3,0,0,3,15,0,0,22,1,1,0,19,17,0,0,0,2,0,21,1,6,0,0,4,0,2,1,1,0,0,4,2,1,0,0,0,0,1,0,10,16,41,1,0,1,40,1,1,1,1,0,2,0,0,4,15,15,4,0,0,8,1,35,1
Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,unclassified_g__Flavonifractor,OTU5848,0,0,0,0,0,0,0,0,0,18,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0
Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,unclassified_g__Flavonifractor,OTU2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,11,0
Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,unclassified_g__Flavonifractor,OTU185,0,14,0,0,0,9,0,0,0,0,14,5,0,0,0,0,0,0,0,1,0,0,0,0,19,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Fournierella,uncultured_organism_g__Fournierella,OTU678,0,5,0,0,0,0,14,0,0,0,9,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,3,0,0,0,2,0,0,9,0,0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Frisingicoccus,unclassified_g__Frisingicoccus,OTU6572,0,0,2,0,0,3,0,0,1,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,33,0,0,0,137,0,6,0,0,0,0,0,27,0,0,20,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Fusicatenibacter,unclassified_g__Fusicatenibacter,OTU4826,21,18,0,0,0,4,0,0,4,0,0,2,0,0,0,3,0,0,0,0,0,1,10,0,0,14,14,0,11,3,14,50,2,0,45,27,0,0,1,0,0,23,62,0,4,0,0,8,4,1,26,10,3,0,0,4,2,0,0,3,0,0,6,0,0,0,0,0,1
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Fusicatenibacter,uncultured_bacterium_g__Fusicatenibacter,OTU692,10,4,0,0,0,1,2,0,2,0,0,1,0,0,0,7,1,0,1,0,0,0,1,0,0,1,4,0,8,0,8,13,2,0,0,54,9,2,3,0,0,80,54,4,8,0,0,6,2,3,0,7,4,0,1,1,42,0,0,11,0,0,4,0,0,0,0,0,0
